name,pred,truth
../data/MRISeq/0628split/MRA_head/0034344523_MRA_tof3d_tra_uCS_601_20210723093638.nii.gz,2,2
../data/MRISeq/0628split/Other/0020891445_liu_yang_t2_geti_tra_5.nii.gz,3,3
../data/MRISeq/0628split/FLAIR_tra/0017089320_t2_tirm_tra_dark-fluid_11_20161214201122.nii.gz,1,1
../data/MRISeq/0628split/T1c_cor/0016472703_t1_se_cor_14_20160225133346.nii.gz,5,5
../data/MRISeq/0628split/T2_tra/0015738628_t2_tse_tra(fs)_24_20191217083609.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0017286896_t2_tse_tra(fs)_2_20191124144422.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0019899765_t2_tse_tra_320-fast_2_20190621123358.nii.gz,9,9
"../data/MRISeq/0628split/T2_tra/0017071725_C4-AXIAL_T2_FS_HX,_20_slices_93717_20160825103520.nii.gz",9,9
../data/MRISeq/0628split/T1c_sag/0005207651_ding_shan_fang_Sag_T1+C_7.nii.gz,6,6
../data/MRISeq/0628split/FLAIR_tra/0001903809_t2_tirm_tra_dark-fluid_9_20171113100111.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0004847346_t2_tirm_tra_dark-fluid_9_20150410103840.nii.gz,1,1
../data/MRISeq/0628split/Other/0009145429_Ax_T1_FSE+C_7_20130412151146.nii.gz,3,3
../data/MRISeq/0628split/FLAIR_tra/0003776362_t2_tirm_tra_dark-fluid_8_20161019124425.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0000789905_t2_tirm_tra_dark-fluid_4_20150910075417.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0007154811_t2_tse_tra_fs_2_20180502205738.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0032763546_t2_tirm_tra_dark-fluid_FAST_9_20200414073133.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0016157809_t2_tse_tra_fs_2_20160926091726.nii.gz,9,9
../data/MRISeq/0628split/T1_tra/0021200319_t1_tirm_tra_7_20190510075112.nii.gz,4,4
../data/MRISeq/0628split/FLAIR_tra/0017632838_t2_tirm_tra_dark-fluid_20_20190305144435.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0017062906_t2_tirm_tra_dark-fluid_20_20180209102929.nii.gz,1,1
../data/MRISeq/0628split/T1c_tra/0018596393_T1W_FFE_fs_601_20180601122923.nii.gz,7,7
../data/MRISeq/0628split/MRA_head/0020936759_tof_fi3d_we_tra(MRA)_4_20190306143913.nii.gz,2,2
../data/MRISeq/0628split/T1_tra/0009799435_t1_se_tra_7_20150817150836.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0004035375_t1_se_tra_9_20120611173312.nii.gz,4,4
../data/MRISeq/0628split/T2_tra/0001100147_t2_tse_tra_fs_2_20160331152427.nii.gz,9,9
../data/MRISeq/0628split/T1c_cor/0016492707_8_20161017085859.nii.gz,5,5
../data/MRISeq/0628split/MRA_head/SJ0009138833_MRA_tof3d_tra_uCS_701_20210526075802.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0000526501_6_20170516111717.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0013610028_tof_fi3d_we_tra(MRA)_4_20180513080910.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0000072306_t2_tirm_tra_dark-fluid_8_20160303085952.nii.gz,1,1
../data/MRISeq/0628split/T1c_tra/0019336054_7_20191223131740.nii.gz,7,7
../data/MRISeq/0628split/T1_tra/0019574516_t1_se_tra_9_20180521200860.nii.gz,4,4
../data/MRISeq/0628split/Other/0018425646_Sag_T1FSE_C_7_20190324133403.nii.gz,3,3
"../data/MRISeq/0628split/T2_tra/0018144557_C2-AXIAL_T2_FS_HX,_20_slices_2_20170531100114.nii.gz",9,9
"../data/MRISeq/0628split/T1_tra/0017589911_C5-AXIAL_T1,_20_slices_141836_20170106093215.nii.gz",4,4
../data/MRISeq/0628split/T2_tra/0002914453_4_20200810121947.nii.gz,9,9
../data/MRISeq/0628split/T1c_tra/0015897233_T1W_FFE_fs_601_20150923154718.nii.gz,7,7
../data/MRISeq/0628split/MRA_head/0017462900_tof_fi3d_we_tra(MRA)_4_20180708121016.nii.gz,2,2
../data/MRISeq/0628split/Other/0016804057_t2_tse_sag_3_20160905090742.nii.gz,3,3
../data/MRISeq/0628split/T1c_tra/0013369817_t1_se_tra(fats)_11_20160308133202.nii.gz,7,7
../data/MRISeq/0628split/T2_tra/0008479949_t2_tse_tra_fs_2_20160907101706.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0016965260_t2_tirm_tra_dark-fluid_11_20160708104725.nii.gz,1,1
../data/MRISeq/0628split/T1c_tra/0000730945_t1_se_tra(fats)_12_20140217095805.nii.gz,7,7
../data/MRISeq/0628split/Other/0018814197_t2_fse_wfi_tra_OP_304_20210705160939.nii.gz,3,3
../data/MRISeq/0628split/T2_tra/0020857547_t2_tse_tra_fs_2_20190222194646.nii.gz,9,9
../data/MRISeq/0628split/T1_tra/0016905497_t1_tirm_tra_dark-fluid_10_20190412174903.nii.gz,4,4
../data/MRISeq/0628split/FLAIR_tra/0001672491_t2_tirm_tra_dark-fluid_10_20170206182711.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0009630442_t2_tirm_tra_dark-fluid_10_20130613145455.nii.gz,1,1
../data/MRISeq/0628split/Other/0032323040_zhang_yong_hui_T-Sag_T1_FSE_13.nii.gz,3,3
../data/MRISeq/0628split/FLAIR_tra/0002424079_t2_tirm_tra_dark-fluid_8_20210722142733.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0017861226_t2_tirm_tra_dark-fluid_11_20170413174404.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0017689028_tof_fi3d_we_tra(MRA)_3_20170307113226.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0000049748_t2_tirm_tra_dark-fluid_10_20190117170022.nii.gz,1,1
../data/MRISeq/0628split/T1c_tra/0016352182_T1W_FFE_fs_601_20160122164018.nii.gz,7,7
../data/MRISeq/0628split/T1_tra/0019352323_t1_tirm_tra_dark-fluid_8_20180427105841.nii.gz,4,4
../data/MRISeq/0628split/FLAIR_tra/0018808230_T2W_FLAIR_501_20181007152801.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0032318514_t2_fse_tra_fs_2_20200114122419.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0009858296_t2_tirm_tra_dark-fluid_12_20130729183825.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0007991429_t2_tirm_tra_dark-fluid_3_20191227082413.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0018972790_t2_tirm_tra_dark-fluid_3_20181113200504.nii.gz,1,1
../data/MRISeq/0628split/T1c_cor/0017524398_Cor_T1+C_7_20190122094659.nii.gz,5,5
../data/MRISeq/0628split/Other/0009763433_t1_quick3d_cor_fs_bh_18_20191013090758.nii.gz,3,3
../data/MRISeq/0628split/Other/0018425646_t1_fse_wfi_tra_Water_14_20191107165810.nii.gz,3,3
../data/MRISeq/0628split/T1c_tra/0017632838_t1_se_tra(fats)_19_20190305144435.nii.gz,7,7
../data/MRISeq/0628split/Other/0018814197_MRA_R-L_502_20210116171553_i00003.nii.gz,3,3
../data/MRISeq/0628split/FLAIR_tra/0019696377_t2_tirm_tra_dark-fluid_11_20180611131852.nii.gz,1,1
"../data/MRISeq/0628split/T1c_cor/0017157800_C18-COR_T1_FLASH_+C,_18_slices_93879_20160825150436.nii.gz",5,5
../data/MRISeq/0628split/T1c_tra/0017630979_t1_se_tra_10_20190901090755.nii.gz,7,7
../data/MRISeq/0628split/T1_tra/0008327857_t1_se_tra_8_20130923105817.nii.gz,4,4
../data/MRISeq/0628split/T1c_tra/0007526902_t1_se_tra(fats)_17_20120409143616.nii.gz,7,7
../data/MRISeq/0628split/T1_tra/0020710100_t1_tirm_tra_dark-fluid_9_20190116101443.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0005602231_t1_se_tra_9_20130823090352.nii.gz,4,4
../data/MRISeq/0628split/T2_tra/0000707259_t2_tse_tra_fs_2_20150822075019.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0014879229_t2_tse_tra_fs_2_20170602193709.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0011302917_t2_tse_tra_fs_3_20180420183637.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0016772805_t2_tirm_tra_dark-fluid_11_20160518185209.nii.gz,1,1
"../data/MRISeq/0628split/T1_tra/0016173616_C5-AXIAL_T1,_20_slices_50779_20160429074806.nii.gz",4,4
../data/MRISeq/0628split/T1c_tra/0007333899_t1_se_tra(fats)_17_20120224141019.nii.gz,7,7
../data/MRISeq/0628split/T1_tra/0018808230_T1W_fast-no_sense_301_20181007152801.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0000380603_t1_se_tra_15_20120111085349.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0003055170_t1_se_tra_7_20181019200834.nii.gz,4,4
../data/MRISeq/0628split/MRA_head/0017581182_tof_fi3d_we_tra(MRA)_4_20170103133907.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0000048612_t2_tirm_tra_dark-fluid_S5_ND_14_20150625115503.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0032980457_t2_fse_tra_fs_2_20200623190804.nii.gz,9,9
"../data/MRISeq/0628split/T1c_tra/0018144557_C7-AXIAL_T1_FS_+C,_20_slices_7_20170531100114.nii.gz",7,7
../data/MRISeq/0628split/T1c_tra/0020621613_t1_se_tra(fats)_12_20181225112849.nii.gz,7,7
../data/MRISeq/0628split/T1_tra/0014536988_t1_fse_flair_tra_3_20200321153957.nii.gz,4,4
../data/MRISeq/0628split/Other/0019239961_luo_xiao_wei_l-spine_easyscout_501.nii.gz,3,3
../data/MRISeq/0628split/Other/0020050196_LIZAIQIONG_t1_fse_tra_wfi_C_ACS+C_Fat_1602.nii.gz,3,3
../data/MRISeq/0628split/T1_tra/0016390549_t1_tirm_tra_3_20160129162020.nii.gz,4,4
../data/MRISeq/0628split/T2_tra/0013620599_t2_tse_tra_fs_4_20140828184855.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0016836480_t2_tirm_tra_dark-fluid_12_20160527201253.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0001833344_t2_tirm_tra_dark-fluid_12_20120613181155.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0013620599_t2_tirm_tra_dark-fluid_6_20140828184855.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0019763253_6_20191226092921.nii.gz,1,1
../data/MRISeq/0628split/T1_tra/0006613346_t1_se_tra_10_20151005100223.nii.gz,4,4
../data/MRISeq/0628split/Other/0019649298_leijianrong_gre_scout_1.nii.gz,3,3
../data/MRISeq/0628split/MRA_head/0018946481_tof_fi3d_we_tra(MRA)_4_20171213125426.nii.gz,2,2
../data/MRISeq/0628split/T1_tra/0009332116_t1_se_tra_8_20130516103442.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0016817196_t1_se_tra_7_20160617123640.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0007182945_t1_tirm_tra_3_20210108105405.nii.gz,4,4
../data/MRISeq/0628split/MRA_head/0017492330_tof_fi3d_we_tra(MRA)_4_20161209095506.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0000116985_t2_tirm_tra_dark-fluid_6_20140808124423.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0019278011_t2_tse_tra_fs_2_20180306152307.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0015385765_t2_tirm_tra_dark-fluid_12_20160111184739.nii.gz,1,1
../data/MRISeq/0628split/T1_tra/0005947074_t1_tirm_tra_dark-fluid_7_20181004113524.nii.gz,4,4
../data/MRISeq/0628split/FLAIR_tra/0017246095_t2_tirm_tra_dark-fluid_14_20160926110245.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0008560327_t2_tse_tra_fs_2_20121125110646.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0020114581_1_20190117123734.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0019660064_t2_tirm_tra_dark-fluid_11_20180531125843.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0018972790_t2_tse_tra_fs_4_20190517162149.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0008742139_Ax_T2_Propeller_5_20190725163154_real.nii.gz,9,9
../data/MRISeq/0628split/T1_tra/0007217696_T1_Flair_5_20160720192747.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0007947945_t1_se_tra_7_20171025105718.nii.gz,4,4
../data/MRISeq/0628split/FLAIR_tra/0016946244_t2_tirm_tra_dark-fluid_10_20160709124541.nii.gz,1,1
../data/MRISeq/0628split/FLAIR_tra/0000907461_t2_tirm_tra_dark-fluid_10_20130516092305.nii.gz,1,1
../data/MRISeq/0628split/Other/0020050196_LIZAIQIONG_t1_fse_tra_wfi_C_ACS+C_Water_1601.nii.gz,3,3
../data/MRISeq/0628split/T2_tra/0020383134_t2_tse_tra_fs_2_20181202111809.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0001241881_t2_tse_tra_fs_2_20180118073029.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0018451648_t2_tirm_tra_dark-fluid_3_20190619092706.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0015170191_tof_fi3d_we_tra(MRA)_3_20161117194524.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0018972790_t2_tirm_tra_dark-fluid_2_20180827182827.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0015476259_tof_fi3d_we_tra(MRA)_3_20160503113528.nii.gz,2,2
../data/MRISeq/0628split/T2_tra/0016603027_t2_tse_tra_fs_2_20210421093508.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0015740385_t2_tse_tra_fs_2_20150813134130.nii.gz,9,9
../data/MRISeq/0628split/MRA_head/0016574895_tof_fi3d_we_tra(MRA)_4_20160323163142.nii.gz,2,2
../data/MRISeq/0628split/T2_tra/0000446031_t2_tse_tra_fs_2_20190214075629.nii.gz,9,9
../data/MRISeq/0628split/MRA_head/0010534357_tof_fi3d_we_tra(MRA)_3_20180605202951.nii.gz,2,2
../data/MRISeq/0628split/T1_tra/0019420174_t1_se_tra_7_20180421100410.nii.gz,4,4
../data/MRISeq/0628split/T1c_tra/0010432806_t1_se_tra(fats)_13_20131114081445.nii.gz,7,7
"../data/MRISeq/0628split/T2_sag/0000043787_gong_xing_zhong_C5-SAG_T2,_19_slices_5.nii.gz",8,8
../data/MRISeq/0628split/MRA_head/0000329639_tof_fi3d_we_tra(MRA)_3_20161218095523.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0016015253_t2_tirm_tra_dark-fluid_13_20151023150020.nii.gz,1,1
"../data/MRISeq/0628split/T1c_tra/0017537260_C9-AXIAL_T1_FS_+C,_20_slices_135743_20161220152404.nii.gz",7,7
../data/MRISeq/0628split/T2_tra/0017827355_t2_fse_tra_fs_201_20210204074457.nii.gz,9,9
../data/MRISeq/0628split/T1_tra/0015381857_T1W_fast_301_20180202163135.nii.gz,4,4
../data/MRISeq/0628split/T2_tra/0018201272_t2_tse_tra_320_2_20170726152305.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0011107881_t2_tirm_tra_dark-fluid_4_20140606125908.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0003548139_tof_fi3d_we_tra(MRA)_4_20140409190350.nii.gz,2,2
../data/MRISeq/0628split/MRA_head/0017692812_tof_fi3d_we_tra(MRA)_4_20181213115610.nii.gz,2,2
../data/MRISeq/0628split/T2_tra/0018637433_t2_tse_tra_fs_2_20170919103955.nii.gz,9,9
../data/MRISeq/0628split/MRA_head/0017752200_tof_fi3d_we_tra(MRA)_4_20170223113724.nii.gz,2,2
../data/MRISeq/0628split/T2_tra/0010636287_t2_tse_tra_fs_2_20180413162157.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_cor/0032921962_t2_fse_flair_cor_fs_501_20200701112125.nii.gz,0,0
../data/MRISeq/0628split/T2_tra/0008287530_t2_tse_tra_fs_2_20120912140131.nii.gz,9,9
../data/MRISeq/0628split/MRA_head/0000117460_tof_fi3d_we_tra(MRA)_4_20160510155933.nii.gz,2,2
../data/MRISeq/0628split/MRA_head/0013474673_tof_fi3d_we_tra(MRA)_3_20140718161149.nii.gz,2,2
../data/MRISeq/0628split/MRA_head/0009510066_tof_fi3d_we_tra(MRA)_3_20170727204710.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0000041075_t2_tirm_tra_dark-fluid_8_20180108080743.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0019748123_tof_fi3d_we_tra(MRA)_3_20180627071940.nii.gz,2,2
../data/MRISeq/0628split/T1_tra/0014959457_t1_se_tra_10_20161108172906.nii.gz,4,4
../data/MRISeq/0628split/T2_tra/0018821651_t2_tse_tra_fs_2_20190113081806.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0010908023_t2_tse_tra_fs_2_20190424170859.nii.gz,9,9
../data/MRISeq/0628split/MRA_head/0015026247_tof_fi3d_we_tra(MRA)_4_20150227163060.nii.gz,2,2
../data/MRISeq/0628split/Other/0019331911_t2_trufi_cor_p2_bh_320_3_20211012081957.nii.gz,3,3
../data/MRISeq/0628split/FLAIR_tra/0008828364_t2_tirm_tra_dark-fluid_11_20160801203332.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0008565346_t2_tse_tra_fs_2_20121125145037.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0033524464_PsycMR_t2_fse_flair_tra_fs_6_20201128135306.nii.gz,1,1
../data/MRISeq/0628split/T1_tra/0020882818_t1_tirm_tra_dark-fluid_12_20190225142043.nii.gz,4,4
../data/MRISeq/0628split/T2_tra/0008892243_t2_tse_tra_fs_2_20180511112256.nii.gz,9,9
../data/MRISeq/0628split/Other/0002145317_zan_guang_jiang_Ax_2D_MERGE_C_4.nii.gz,3,3
../data/MRISeq/0628split/T2_tra/0010206966_t2_tse_tra_fs_2_20160817200029.nii.gz,9,9
../data/MRISeq/0628split/T2_tra/0016398809_t2_tse_tra_fs_2_20180706192406.nii.gz,9,9
../data/MRISeq/0628split/T1_tra/0000600693_t1_se_tra_5_20130701123022.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0004817988_t1_se_tra_10_20161219192311.nii.gz,4,4
../data/MRISeq/0628split/T2_tra/0020580039_t2_tse_tra_fs_2_20190107102850.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0000526501_t2_tirm_tra_dark-fluid_3_20180828183549.nii.gz,1,1
../data/MRISeq/0628split/T1c_tra/0015792209_T1W_FFE_fs_601_20150827184658.nii.gz,7,7
../data/MRISeq/0628split/FLAIR_tra/0002522270_t2_tirm_tra_dark-fluid_4_20120303135016.nii.gz,1,1
../data/MRISeq/0628split/T2_tra/0015323713_t2_tse_tra_fs_15_20201009144445.nii.gz,9,9
../data/MRISeq/0628split/FLAIR_tra/0008269893_t2_tirm_tra_dark-fluid_11_20150511143956.nii.gz,1,1
../data/MRISeq/0628split/Other/0000823007_Sag_T1FSE_fs+C_Cspine_23_20180509095045.nii.gz,3,3
../data/MRISeq/0628split/T2_tra/0001014417_t2_tse_tra_fs_2_20180715134216.nii.gz,9,9
../data/MRISeq/0628split/T1c_tra/0007655838_t1_se_tra(fats)_13_20120506083724.nii.gz,7,7
../data/MRISeq/0628split/Other/0003103442_zuo_dan_T-Sag_T2_frFSE_fs_13.nii.gz,3,3
../data/MRISeq/0628split/T2_tra/0002975623_t2_tse_tra_fs_2_20200116082528.nii.gz,9,9
../data/MRISeq/0628split/T1_tra/0008178239_T1W_fast_801_20120825150607.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0018441305_t1_tirm_tra_dark-fluid_8_20180319091535.nii.gz,4,4
../data/MRISeq/0628split/Other/0018814197_pd_fse_tra_384_301_20201211103511.nii.gz,3,3
../data/MRISeq/0628split/T2_tra/0018884426_t2_tse_tra_fs_2_20171122125108.nii.gz,9,9
../data/MRISeq/0628split/MRA_head/0014533006_tof_fi3d_we_tra(MRA)_4_20141031160958.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0003920510_t2_tirm_tra_dark-fluid_9_20181031181934.nii.gz,1,1
../data/MRISeq/0628split/Other/0002571884_t1_fse_sag_fs_C_901_20210219090130.nii.gz,3,3
../data/MRISeq/0628split/MRA_head/0009670340_tof_fi3d_we_tra(MRA)_3_20130621093510.nii.gz,2,2
../data/MRISeq/0628split/T1c_tra/0015141583_t1_se_tra(fats)_10_20150427125613.nii.gz,7,7
../data/MRISeq/0628split/T1c_tra/0019331003_t1_tse_rs_fs_tra_29_20181206092356.nii.gz,7,7
../data/MRISeq/0628split/FLAIR_cor/0009173331_C4-COR_T2_FLAIR_20_slices_4_20170908183117.nii.gz,0,0
../data/MRISeq/0628split/FLAIR_tra/0018017648_t2_tirm_tra_dark-fluid_FAST_8_20170508220831.nii.gz,1,1
../data/MRISeq/0628split/T1c_cor/0020635045_8_20191120101719.nii.gz,5,5
../data/MRISeq/0628split/T1_tra/0014482942_t1_se_tra_8_20141020140004.nii.gz,4,4
../data/MRISeq/0628split/FLAIR_tra/0007346895_t2_tirm_tra_dark-fluid_4_20120320205211.nii.gz,1,1
"../data/MRISeq/0628split/T1c_cor/0015834474_C11-T1_FLASH_cor_c_260_6.8_50%,_18_slices_168836_20150923102106.nii.gz",5,5
../data/MRISeq/0628split/Other/0000445006_t1_tse_tra_4_20130929175203.nii.gz,3,3
../data/MRISeq/0628split/T1c_tra/0009808777_t1_se_tra(fats)_13_20130726125926.nii.gz,7,7
../data/MRISeq/0628split/T1_tra/0009670340_t1_se_tra_7_20130621093510.nii.gz,4,4
../data/MRISeq/0628split/T1_tra/0001436074_t1_tirm_tra_dark-fluid_10_20181211190140.nii.gz,4,4
../data/MRISeq/0628split/Other/0032323040_zhang_yong_hui_C-Sag_T1_FSE_fs+C_shim_17.nii.gz,3,3
../data/MRISeq/0628split/T2_tra/0020403289_t2_tse_tra_fs_2_20181101101635.nii.gz,9,9
../data/MRISeq/0628split/MRA_head/0014805430_tof_fi3d_we_tra(MRA)_14_20141229195904.nii.gz,2,2
../data/MRISeq/0628split/FLAIR_tra/0017910219_t2_tirm_tra_dark-fluid_10_20170405144717.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0018110454_tof_fi3d_we_tra(MRA)_4_20181031165552.nii.gz,2,2
../data/MRISeq/0628split/T1_tra/0010033956_t1_se_tra_7_20130826082418.nii.gz,4,4
../data/MRISeq/0628split/Other/0015335827_YISHUANG_Ax_T1FSE_fs+C_Cspine_21.nii.gz,3,3
../data/MRISeq/0628split/FLAIR_tra/0013280292_t2_tirm_tra_dark-fluid_11_20180702175244.nii.gz,1,1
../data/MRISeq/0628split/MRA_head/0007837040_tof_fi3d_we_tra(MRA)_4_20120608124329.nii.gz,2,2
